Temp,Humidity,CO,smoke,RESULT
25,76,0,247,no
25,73,0,374,no
32,58,0,318,severe
29,72,0,385,mild
35,67,0,569,severe
25,72,0,255,no
31,71,0,252,severe
38,57,0,565,critical
31,66,0,541,severe
40,51,0,204,critical
31,73,0,204,severe
32,51,0,596,severe
31,64,0,408,severe
30,53,0,333,no
40,59,0,288,critical
38,78,0,265,critical
35,54,0,582,severe
29,66,0,244,mild
32,72,0,503,severe
25,74,0,382,no
29,64,0,222,mild
34,58,0,214,severe
40,50,0,508,critical
34,66,0,409,severe
38,63,0,439,critical
33,57,0,594,severe
36,56,0,381,critical
38,66,0,475,critical
33,77,0,269,severe
36,52,0,314,critical
25,64,0,286,no
34,62,0,206,severe
27,68,0,560,no
32,76,0,573,severe
25,70,0,517,no
31,57,0,361,severe
40,66,0,210,critical
39,64,0,346,critical
27,62,0,450,no
33,54,0,574,severe
36,62,0,221,critical
26,56,0,474,no
38,78,0,423,critical
34,70,0,332,severe
30,69,0,202,no
27,71,0,554,no
25,59,0,210,no
34,72,0,308,severe
32,72,0,499,severe
25,75,0,412,no
35,52,0,249,severe
29,69,0,372,mild
35,56,0,496,severe
32,59,0,543,severe
36,54,0,299,critical
33,75,0,244,severe
32,55,0,370,severe
30,63,0,243,no
29,51,0,436,mild
35,75,0,476,severe
37,58,0,422,critical
35,58,0,307,severe
38,76,0,430,critical
36,73,0,450,critical
32,59,0,222,severe
36,54,0,278,critical
38,61,0,514,critical
39,51,0,588,critical
35,50,0,346,severe
36,63,0,421,critical
36,73,0,533,critical
32,69,0,200,severe
39,69,0,298,critical
31,69,0,420,severe
39,64,0,232,critical
32,54,0,446,severe
28,78,0,555,mild
27,55,0,375,no
38,64,0,497,critical
30,63,0,438,no
25,53,0,296,no
35,69,0,249,severe
30,74,0,233,no
39,69,0,322,critical
27,67,0,301,no
26,52,0,222,no
31,66,0,388,severe
34,78,0,527,severe
34,60,0,281,severe
28,57,0,350,mild
32,66,0,296,severe
38,54,0,340,critical
32,68,0,496,severe
35,76,0,379,severe
26,53,0,415,no
31,78,0,360,severe
29,74,0,275,mild
40,62,0,571,critical
26,75,0,240,no
31,66,0,417,severe
38,76,0,386,critical
25,61,0,415,no
33,69,0,358,severe
28,63,0,311,mild
36,64,0,309,critical
25,73,0,331,no
33,70,0,298,severe
29,76,0,525,mild
39,68,0,339,critical
35,68,0,273,severe
40,74,0,327,critical
31,56,0,237,severe
32,65,0,536,severe
38,74,0,218,critical
27,72,0,597,no
30,67,0,231,no
37,65,0,567,critical
27,68,0,487,no
37,60,0,239,critical
34,50,0,288,severe
31,71,0,339,severe
30,57,0,305,no
26,62,0,324,no
34,75,0,538,severe
25,54,0,261,no
38,65,0,457,critical
40,53,0,438,critical
40,51,0,450,critical
33,57,0,399,severe
35,51,0,323,severe
28,54,0,418,mild
37,57,0,549,critical
26,72,0,278,no
36,52,0,596,critical
39,68,0,467,critical
36,72,0,403,critical
25,78,0,531,no
40,57,0,545,critical
27,78,0,443,no
32,51,0,272,severe
30,58,0,491,no
31,67,0,347,severe
25,62,0,240,no
28,65,0,350,mild
29,67,0,336,mild
40,72,0,286,critical
35,73,0,209,severe
40,69,0,444,critical
28,64,0,529,mild
36,72,0,537,critical
38,56,0,268,critical
36,51,0,590,critical
34,73,0,301,severe
33,74,0,502,severe
28,77,0,470,mild
27,69,0,239,no
29,53,0,254,mild
38,68,0,367,critical
39,74,0,204,critical
26,57,0,422,no
27,57,0,337,no
32,56,0,395,severe
40,51,0,510,critical
39,71,0,224,critical
40,63,0,375,critical
39,74,0,206,critical
33,69,0,332,severe
30,59,0,265,no
28,77,0,527,mild
27,65,0,249,no
26,69,0,489,no
35,59,0,464,severe
40,73,0,394,critical
39,67,0,559,critical
36,60,0,570,critical
35,73,0,579,severe
30,53,0,391,no
28,64,0,358,mild
25,68,0,206,no
32,62,0,436,severe
40,72,0,482,critical
39,57,0,491,critical
31,61,0,263,severe
35,73,0,425,severe
34,78,0,357,severe
31,75,0,413,severe
36,55,0,458,critical
33,61,0,574,severe
35,65,0,257,severe
35,72,0,436,severe
32,62,0,404,severe
29,52,0,584,mild
29,68,0,299,mild
27,50,0,499,no
26,56,0,418,no
40,62,0,201,critical
35,65,0,432,severe
38,78,0,371,critical
36,50,0,482,critical
29,56,0,365,mild
26,68,0,366,no
39,78,0,368,critical
28,70,0,519,mild
33,73,0,485,severe
32,57,0,587,severe
29,61,0,571,mild
38,75,0,351,critical
30,56,0,285,no
33,56,0,200,severe
26,61,0,571,no
32,53,0,354,severe
40,53,0,316,critical
36,77,0,368,critical
36,66,0,209,critical
38,61,0,576,critical
37,68,0,262,critical
31,58,0,503,severe
25,50,0,274,no
34,62,0,367,severe
32,78,0,383,severe
27,74,0,555,no
31,74,0,504,severe
40,63,0,258,critical
34,52,0,559,severe
37,51,0,294,critical
39,71,0,557,critical
28,71,0,597,mild
25,61,0,395,no
26,59,0,417,no
26,71,0,341,no
37,63,0,327,critical
28,59,0,370,mild
31,69,0,247,severe
38,75,0,274,critical
25,56,0,306,no
25,73,0,367,no
36,50,0,541,critical
26,70,0,425,no
28,53,0,285,mild
38,53,0,413,critical
36,62,0,408,critical
36,77,0,489,critical
26,63,0,591,no
32,57,0,241,severe
32,77,0,529,severe
33,50,0,444,severe
34,61,0,536,severe
30,76,0,297,no
25,63,0,265,no
33,55,0,257,severe
27,74,0,532,no
32,75,0,371,severe
27,57,0,512,no
25,55,0,320,no
34,54,0,213,severe
36,76,0,479,critical
38,66,0,529,critical
32,73,0,281,severe
25,74,0,309,no
34,78,0,379,severe
38,68,0,213,critical
38,71,0,500,critical
27,58,0,469,no
32,66,0,502,severe
28,73,0,222,mild
27,66,0,519,no
36,77,0,478,critical
32,74,0,286,severe
34,51,0,440,severe
40,54,0,403,critical
35,75,0,348,severe
27,67,0,505,no
32,68,0,509,severe
25,54,0,597,no
36,64,0,249,critical
39,56,0,308,critical
27,63,0,327,no
30,51,0,403,no
39,53,0,501,critical
32,65,0,363,severe
27,62,0,346,no
36,55,0,208,critical
34,72,0,591,severe
35,63,0,239,severe
38,52,0,520,critical
38,60,0,431,critical
25,75,0,528,no
38,67,0,280,critical
25,61,0,371,no
26,70,0,478,no
34,61,0,400,severe
34,65,0,345,severe
34,75,0,555,severe
26,54,0,241,no
25,75,0,355,no
26,51,0,574,no
29,63,0,264,mild
36,71,0,529,critical
32,52,0,510,severe
31,64,0,509,severe
26,65,0,488,no
36,57,0,420,critical
27,72,0,436,no
33,70,0,216,severe
35,50,0,274,severe
39,65,0,327,critical
32,52,0,277,severe
27,61,0,358,no
38,78,0,413,critical
40,52,0,571,critical
26,51,0,235,no
29,63,0,324,mild
32,52,0,433,severe
40,58,0,337,critical
29,71,0,382,mild
28,60,0,211,mild
38,61,0,338,critical
34,53,0,587,severe
40,71,0,309,critical
26,69,0,367,no
30,58,0,546,no
40,77,0,488,critical
38,73,0,281,critical
36,61,0,368,critical
30,63,0,566,no
40,58,0,494,critical
39,78,0,364,critical
29,50,0,315,mild
32,78,0,551,severe
29,65,0,351,mild
26,76,0,585,no
38,53,0,297,critical
39,53,0,596,critical
34,65,0,568,severe
30,76,0,515,no
35,72,0,295,severe
30,61,0,445,no
31,67,0,371,severe
36,65,0,525,critical
29,68,0,489,mild
28,50,0,382,mild
25,67,0,394,no
29,65,0,288,mild
37,64,0,495,critical
30,54,0,503,no
30,73,0,558,no
26,56,0,380,no
27,57,0,232,no
30,62,0,262,no
27,78,0,381,no
35,68,0,257,severe
37,59,0,513,critical
33,64,0,553,severe
25,70,0,536,no
35,62,0,359,severe
29,72,0,320,mild
27,62,0,576,no
25,63,0,355,no
37,50,0,347,critical
26,73,0,398,no
30,77,0,341,no
32,52,0,454,severe
35,76,0,311,severe
28,65,0,273,mild
36,69,0,465,critical
40,58,0,291,critical
35,61,0,574,severe
31,61,0,370,severe
32,60,0,490,severe
32,75,0,225,severe
30,73,0,496,no
26,66,0,299,no
29,59,0,567,mild
29,62,0,290,mild
29,62,0,341,mild
31,65,0,388,severe
26,74,0,551,no
37,73,0,220,critical
38,50,0,415,critical
25,69,0,339,no
32,66,0,370,severe
35,56,0,596,severe
28,72,0,294,mild
35,72,0,548,severe
37,72,0,591,critical
37,50,0,457,critical
40,57,0,313,critical
39,55,0,310,critical
34,69,0,519,severe
35,75,0,249,severe
29,70,0,269,mild
31,63,0,557,severe
32,57,0,469,severe
30,65,0,495,no
38,72,0,269,critical
37,69,0,500,critical
35,56,0,287,severe
32,74,0,425,severe
34,61,0,456,severe
28,69,0,359,mild
27,74,0,485,no
31,74,0,251,severe
35,66,0,531,severe
34,75,0,544,severe
29,75,0,277,mild
37,69,0,282,critical
38,55,0,464,critical
37,59,0,367,critical
36,69,0,378,critical
39,57,0,400,critical
31,67,0,235,severe
39,60,0,540,critical
37,66,0,486,critical
29,73,0,369,mild
28,54,0,512,mild
39,75,0,222,critical
33,58,0,407,severe
25,67,0,577,no
31,68,0,207,severe
32,52,0,462,severe
29,63,0,249,mild
25,59,0,554,no
31,56,0,355,severe
38,69,0,237,critical
27,74,0,455,no
29,54,0,241,mild
26,65,0,430,no
28,78,0,550,mild
36,55,0,434,critical
25,74,0,461,no
38,78,0,523,critical
36,59,0,346,critical
36,61,0,535,critical
31,74,0,397,severe
39,74,0,527,critical
25,75,0,567,no
25,62,0,466,no
27,76,0,341,no
37,75,0,245,critical
37,74,0,352,critical
28,56,0,407,mild
40,75,0,391,critical
36,67,0,452,critical
36,70,0,447,critical
26,77,0,507,no
30,55,0,585,no
25,62,0,449,no
30,62,0,475,no
33,72,0,287,severe
35,78,0,532,severe
35,51,0,593,severe
29,57,0,229,mild
32,56,0,374,severe
40,77,0,409,critical
38,60,0,582,critical
27,76,0,282,no
29,55,0,345,mild
30,67,0,295,no
34,73,0,374,severe
29,72,0,208,mild
40,66,0,301,critical
34,57,0,448,severe
26,54,0,521,no
31,56,0,513,severe
29,59,0,305,mild
25,55,0,283,no
29,78,0,584,mild
37,56,0,385,critical
36,62,0,541,critical
36,66,0,208,critical
37,71,0,417,critical
29,66,0,324,mild
34,59,0,393,severe
33,54,0,488,severe
35,65,0,344,severe
36,58,0,565,critical
25,50,0,427,no
26,74,0,211,no
30,58,0,479,no
31,78,0,459,severe
38,55,0,372,critical
33,55,0,426,severe
34,59,0,246,severe
28,59,0,397,mild
27,71,0,580,no
36,59,0,486,critical
34,68,0,582,severe
25,78,0,277,no
33,55,0,578,severe
37,56,0,544,critical
34,65,0,598,severe
37,68,0,380,critical
28,52,0,434,mild
32,62,0,326,severe
36,61,0,280,critical
32,57,0,501,severe
32,68,0,374,severe
38,56,0,493,critical
27,72,0,217,no
39,61,0,229,critical
33,52,0,363,severe
27,59,0,330,no
38,70,0,368,critical
35,58,0,592,severe
30,59,0,485,no
29,66,0,242,mild
25,55,0,243,no
38,58,0,421,critical
32,63,0,441,severe
38,58,0,471,critical
35,77,0,324,severe
29,55,0,511,mild
40,52,0,596,critical
27,63,0,325,no
38,52,0,415,critical
34,64,0,490,severe
26,69,0,221,no
26,72,0,495,no
39,74,0,314,critical
40,64,0,473,critical
38,50,0,593,critical
31,66,0,446,severe
25,66,0,500,no
28,70,0,397,mild
32,51,0,455,severe
36,58,0,511,critical
29,51,0,363,mild
33,69,0,335,severe
35,75,0,296,severe
31,51,0,590,severe
35,75,0,347,severe
39,57,0,350,critical
32,54,0,508,severe
30,53,0,383,no
29,55,0,321,mild
30,56,0,530,no
27,69,0,444,no
35,75,0,527,severe
25,69,0,234,no
37,51,0,217,critical
35,78,0,393,severe
34,70,0,249,severe
32,72,0,482,severe
34,62,0,506,severe
35,69,0,342,severe
35,58,0,578,severe
31,71,0,307,severe
31,71,0,482,severe
32,68,0,560,severe
38,59,0,473,critical
30,71,0,572,no
33,54,0,523,severe
31,58,0,289,severe
31,54,0,219,severe
39,59,0,534,critical
25,65,0,429,no
26,58,0,370,no
32,64,0,600,severe
26,67,0,367,no
39,73,0,357,critical
36,57,0,206,critical
37,64,0,416,critical
34,68,0,301,severe
36,66,0,504,critical
26,50,0,236,no
35,54,0,462,severe
36,70,0,228,critical
27,71,0,403,no
39,58,0,417,critical
25,63,0,429,no
35,68,0,203,severe
39,50,0,208,critical
32,69,0,405,severe
35,53,0,275,severe
25,62,0,330,no
30,73,0,250,no
33,51,0,325,severe
38,77,0,543,critical
38,57,0,402,critical
28,60,0,553,mild
27,73,0,499,no
28,57,0,370,mild
38,67,0,592,critical
25,74,0,432,no
38,52,0,569,critical
35,58,0,379,severe
27,55,0,501,no
32,54,0,595,severe
27,59,0,378,no
35,64,0,390,severe
37,51,0,491,critical
34,66,0,544,severe
32,66,0,383,severe
34,61,0,561,severe
30,53,0,480,no
33,68,0,327,severe
30,77,0,449,no
34,66,0,477,severe
29,73,0,383,mild
37,78,0,417,critical
35,62,0,517,severe
35,72,0,268,severe
30,71,0,511,no
35,58,0,462,severe
30,53,0,446,no
27,63,0,258,no
37,78,0,437,critical
34,72,0,395,severe
28,69,0,257,mild
32,58,0,487,severe
34,57,0,351,severe
39,51,0,251,critical
40,66,0,327,critical
35,60,0,474,severe
27,51,0,205,no
30,77,0,490,no
39,73,0,377,critical
36,65,0,368,critical
34,70,0,564,severe
25,68,0,342,no
34,62,0,332,severe
35,57,0,221,severe
25,59,0,316,no
27,70,0,313,no
38,56,0,252,critical
38,62,0,560,critical
31,77,0,289,severe
26,76,0,512,no
33,73,0,402,severe
38,61,0,282,critical
38,50,0,259,critical
32,76,0,314,severe
28,67,0,231,mild
33,55,0,297,severe
28,51,0,361,mild
38,54,0,416,critical
36,76,0,325,critical
27,75,0,459,no
35,61,0,207,severe
26,58,0,376,no
27,72,0,284,no
33,76,0,323,severe
35,73,0,402,severe
38,70,0,427,critical
39,73,0,545,critical
26,71,0,390,no
33,63,0,381,severe
31,52,0,573,severe
40,50,0,570,critical
29,52,0,208,mild
32,76,0,334,severe
27,63,0,309,no
28,61,0,333,mild
37,50,0,468,critical
31,71,0,558,severe
39,71,0,239,critical
36,51,0,357,critical
35,68,0,418,severe
35,62,0,416,severe
25,72,0,341,no
37,78,0,357,critical
35,77,0,228,severe
26,58,0,532,no
39,64,0,325,critical
27,69,0,574,no
25,50,0,233,no
25,66,0,212,no
40,66,0,326,critical
38,57,0,405,critical
35,64,0,416,severe
36,58,0,224,critical
29,60,0,289,mild
35,74,0,223,severe
39,75,0,533,critical
33,51,0,268,severe
28,50,0,491,mild
32,58,0,206,severe
36,68,0,377,critical
27,53,0,286,no
40,56,0,250,critical
27,53,0,506,no
27,56,0,527,no
29,73,0,547,mild
26,77,0,254,no
36,60,0,561,critical
33,64,0,329,severe
33,66,0,272,severe
33,74,0,373,severe
35,50,0,255,severe
36,61,0,337,critical
40,75,0,201,critical
30,51,0,210,no
35,58,0,227,severe
40,53,0,362,critical
25,61,0,218,no
32,54,0,521,severe
25,71,0,378,no
34,75,0,367,severe
33,66,0,432,severe
30,68,0,425,no
36,53,0,227,critical
33,50,0,298,severe
39,55,0,347,critical
34,71,0,401,severe
29,62,0,581,mild
31,50,0,569,severe
31,69,0,409,severe
26,52,0,228,no
27,66,0,558,no
35,70,0,291,severe
28,77,0,336,mild
33,50,0,512,severe
35,69,0,430,severe
35,63,0,514,severe
36,77,0,375,critical
34,67,0,320,severe
28,51,0,591,mild
39,57,0,425,critical
38,54,0,333,critical
32,77,0,491,severe
40,63,0,484,critical
28,62,0,550,mild
30,70,0,529,no
27,77,0,252,no
37,64,0,454,critical
31,64,0,431,severe
39,67,0,263,critical
28,59,0,559,mild
40,53,0,226,critical
37,71,0,271,critical
33,78,0,527,severe
39,61,0,488,critical
37,78,0,271,critical
36,67,0,333,critical
36,71,0,525,critical
30,57,0,420,no
27,60,0,421,no
25,57,0,422,no
36,59,0,379,critical
34,78,0,257,severe
40,50,0,536,critical
37,76,0,261,critical
40,60,0,415,critical
36,78,0,335,critical
38,76,0,308,critical
34,60,0,421,severe
25,74,0,375,no
37,68,0,386,critical
27,64,0,582,no
32,55,0,428,severe
38,67,0,566,critical
34,59,0,563,severe
33,69,0,466,severe
34,53,0,427,severe
37,66,0,581,critical
26,68,0,287,no
33,56,0,444,severe
25,75,0,600,no
28,59,0,510,mild
40,53,0,238,critical
35,74,0,512,severe
29,63,0,335,mild
27,63,0,481,no
40,66,0,299,critical
32,67,0,316,severe
37,67,0,213,critical
36,76,0,392,critical
29,64,0,410,mild
32,50,0,416,severe
32,60,0,342,severe
34,59,0,430,severe
27,64,0,400,no
25,74,0,374,no
28,77,0,239,mild
37,54,0,542,critical
28,70,0,400,mild
27,72,0,543,no
31,68,0,452,severe
30,72,0,314,no
27,55,0,443,no
25,64,0,389,no
36,65,0,557,critical
30,67,0,584,no
37,74,0,316,critical
31,72,0,332,severe
40,53,0,415,critical
33,77,0,432,severe
35,52,0,541,severe
39,60,0,350,critical
40,51,0,357,critical
33,63,0,300,severe
33,53,0,424,severe
37,54,0,228,critical
36,68,0,459,critical
40,67,0,326,critical
26,68,0,366,no
32,53,0,390,severe
40,68,0,307,critical
31,72,0,514,severe
28,58,0,446,mild
34,70,0,280,severe
25,52,0,268,no
39,58,0,229,critical
37,61,0,342,critical
26,53,0,241,no
28,67,0,559,mild
32,53,0,437,severe
39,55,0,536,critical
37,74,0,556,critical
31,50,0,410,severe
33,59,0,403,severe
29,51,0,484,mild
27,53,0,359,no
34,74,0,412,severe
33,67,0,597,severe
38,66,0,416,critical
38,70,0,521,critical
25,76,0,600,no
30,56,0,293,no
27,69,0,508,no
31,54,0,466,severe
27,66,0,419,no
29,56,0,396,mild
28,68,0,502,mild
26,75,0,258,no
29,72,0,475,mild
36,76,0,561,critical
33,68,0,495,severe
35,78,0,583,severe
37,56,0,442,critical
38,67,0,247,critical
36,52,0,250,critical
33,73,0,599,severe
32,64,0,451,severe
27,74,0,582,no
34,52,0,284,severe
38,67,0,398,critical
26,60,0,485,no
35,75,0,320,severe
27,74,0,570,no
29,76,0,452,mild
35,68,0,406,severe
34,76,0,514,severe
38,55,0,600,critical
32,62,0,514,severe
39,77,0,568,critical
33,71,0,353,severe
25,54,0,577,no
32,76,0,218,severe
38,54,0,264,critical
32,55,0,373,severe
37,60,0,308,critical
40,58,0,567,critical
31,53,0,543,severe
28,52,0,539,mild
36,69,0,464,critical
32,76,0,339,severe
38,50,0,504,critical
34,53,0,537,severe
28,51,0,335,mild
37,69,0,390,critical
29,67,0,481,mild
39,53,0,549,critical
39,50,0,461,critical
30,59,0,304,no
31,71,0,596,severe
37,71,0,500,critical
26,71,0,593,no
31,78,0,413,severe
29,62,0,364,mild
28,67,0,353,mild
36,58,0,578,critical
28,70,0,356,mild
30,55,0,255,no
31,55,0,289,severe
40,63,0,432,critical
27,62,0,438,no
28,51,0,503,mild
36,52,0,553,critical
26,68,0,349,no
35,76,0,549,severe
40,57,0,408,critical
39,58,0,431,critical
25,76,0,255,no
36,51,0,436,critical
30,54,0,477,no
26,77,0,272,no
29,73,0,527,mild
29,67,0,358,mild
33,53,0,271,severe
35,75,0,203,severe
32,53,0,588,severe
39,53,0,569,critical
25,71,0,594,no
29,60,0,543,mild
34,50,0,277,severe
37,57,0,488,critical
32,77,0,358,severe
38,59,0,529,critical
30,68,0,546,no
28,53,0,229,mild
31,62,0,262,severe
37,66,0,373,critical
35,56,0,262,severe
33,70,0,354,severe
34,50,0,265,severe
39,58,0,563,critical
27,56,0,433,no
38,62,0,584,critical
39,52,0,460,critical
30,60,0,339,no
34,56,0,288,severe
31,73,0,561,severe
25,76,0,358,no
33,55,0,543,severe
27,72,0,573,no
39,66,0,500,critical
29,54,0,440,mild
25,50,0,355,no
28,71,0,588,mild
38,77,0,269,critical
39,61,0,541,critical
29,76,0,250,mild
36,71,0,288,critical
34,73,0,357,severe
40,54,0,238,critical
33,52,0,369,severe
33,61,0,334,severe
38,63,0,382,critical
38,72,0,526,critical
28,78,0,575,mild
39,70,0,594,critical
30,68,0,262,no
25,70,0,217,no
30,75,0,338,no
29,67,0,304,mild
25,78,0,202,no
35,57,0,516,severe
33,71,0,460,severe
27,68,0,488,no
34,75,0,504,severe
39,69,0,453,critical
26,77,0,588,no
38,62,0,561,critical
39,74,0,485,critical
25,67,0,322,no
34,58,0,358,severe
29,71,0,434,mild
36,63,0,301,critical
34,51,0,343,severe
26,53,0,452,no
32,63,0,270,severe
31,69,0,531,severe
39,50,0,251,critical
25,58,0,409,no
35,67,0,328,severe
27,67,0,487,no
38,77,0,413,critical
37,72,0,309,critical
31,60,0,430,severe
40,61,0,440,critical
31,74,0,368,severe
39,77,0,406,critical
36,61,0,542,critical
37,65,0,295,critical
37,73,0,364,critical
29,74,0,445,mild
38,55,0,445,critical
31,76,0,293,severe
31,54,0,424,severe
35,61,0,398,severe
33,56,0,482,severe
32,62,0,471,severe
35,63,0,319,severe
39,57,0,513,critical
28,50,0,300,mild
27,51,0,533,no
31,73,0,426,severe
32,65,0,404,severe
35,71,0,444,severe
39,78,0,412,critical
40,58,0,424,critical
31,58,0,482,severe
33,61,0,358,severe
40,71,0,278,critical
34,64,0,237,severe
32,55,0,373,severe
37,76,0,439,critical
39,60,0,333,critical
26,76,0,250,no
25,63,0,323,no
37,73,0,441,critical
39,63,0,534,critical
29,61,0,536,mild
32,66,0,284,severe
37,62,0,287,critical
26,65,0,585,no
36,66,0,205,critical
28,68,0,249,mild
30,52,0,336,no
29,64,0,469,mild
25,63,0,389,no
26,76,0,451,no
25,58,0,558,no
35,60,0,584,severe
27,51,0,299,no
26,60,0,229,no
31,56,0,383,severe
38,63,0,237,critical
34,57,0,466,severe
38,69,0,414,critical
31,58,0,459,severe
35,77,0,443,severe
30,55,0,444,no
35,57,0,577,severe
31,65,0,546,severe
30,63,0,446,no
38,51,0,365,critical
35,78,0,265,severe
31,57,0,564,severe
38,50,0,447,critical
36,54,0,573,critical
30,77,0,452,no
29,78,0,397,mild
31,69,0,218,severe
38,78,0,227,critical
30,58,0,294,no
26,62,0,482,no
35,70,0,311,severe
32,63,0,281,severe
35,75,0,530,severe
25,51,0,400,no
26,76,0,393,no
40,72,0,530,critical
26,69,0,230,no
36,77,0,469,critical
39,67,0,555,critical
36,74,0,391,critical
25,51,0,345,no
33,72,0,276,severe
33,68,0,333,severe
32,67,0,445,severe
37,56,0,317,critical
29,60,0,419,mild
35,74,0,522,severe
32,54,0,544,severe
32,59,0,277,severe
33,78,0,597,severe
29,70,0,216,mild
28,69,0,346,mild
29,62,0,389,mild
40,56,0,372,critical
38,65,0,496,critical
32,51,0,383,severe
31,61,0,579,severe
36,52,0,500,critical
26,54,0,347,no
37,71,0,441,critical
36,54,0,535,critical
30,72,0,206,no
27,76,0,291,no
27,69,0,393,no
34,53,0,515,severe
27,53,0,346,no
33,54,0,460,severe
33,53,0,562,severe
32,63,0,273,severe
30,74,0,396,no
32,60,0,308,severe
25,65,0,463,no
29,59,0,413,mild
26,76,0,482,no
31,67,0,364,severe
40,58,0,589,critical
28,64,0,320,mild
26,72,0,220,no
30,78,0,301,no
27,50,0,275,no
32,52,0,242,severe
38,67,0,218,critical
37,55,0,449,critical
30,71,0,530,no
35,56,0,384,severe
38,68,0,253,critical
37,75,0,502,critical
32,67,0,245,severe
34,76,0,492,severe
39,53,0,226,critical
34,50,0,544,severe
40,77,0,432,critical
35,78,0,481,severe
30,54,0,461,no
35,78,0,576,severe
29,65,0,406,mild
37,50,0,310,critical
35,62,0,428,severe
34,56,0,600,severe
31,58,0,432,severe
33,58,0,331,severe
37,77,0,589,critical
33,75,0,331,severe
26,78,0,244,no
29,57,0,479,mild
29,69,0,425,mild
40,75,0,410,critical
37,50,0,514,critical
40,78,0,200,critical
36,78,0,512,critical
26,60,0,540,no
30,63,0,376,no
26,58,0,428,no
27,66,0,587,no
39,61,0,213,critical
33,60,0,466,severe
35,50,0,491,severe
35,69,0,566,severe
32,52,0,526,severe
35,68,0,434,severe
30,52,0,270,no
27,75,0,304,no
39,62,0,567,critical
35,57,0,582,severe
36,71,0,376,critical
36,53,0,394,critical
27,54,0,411,no
31,54,0,280,severe
30,53,0,342,no
25,78,0,573,no
26,67,0,365,no
30,69,0,576,no
39,51,0,539,critical
35,57,0,269,severe
37,68,0,297,critical
33,61,0,273,severe
34,55,0,281,severe
34,53,0,433,severe
30,56,0,548,no
30,63,0,477,no
32,58,0,287,severe
34,50,0,553,severe
34,51,0,467,severe
39,70,0,211,critical
25,78,0,366,no
39,76,0,245,critical
35,69,0,295,severe
27,75,0,241,no
27,62,0,368,no
26,50,0,535,no
32,72,0,312,severe
36,66,0,274,critical
38,58,0,208,critical
34,53,0,286,severe
34,60,0,492,severe
36,78,0,474,critical
39,69,0,565,critical
35,69,0,200,severe
34,74,0,371,severe
26,61,0,530,no
37,78,0,349,critical
27,66,0,546,no
27,66,0,468,no
28,58,0,520,mild
39,75,0,288,critical
26,66,0,398,no
37,50,0,472,critical
36,57,0,434,critical
25,56,0,458,no
33,78,0,263,severe
30,65,0,379,no
28,69,0,537,mild
28,54,0,409,mild
32,59,0,262,severe
33,62,0,492,severe
35,66,0,418,severe
34,64,0,406,severe
29,76,0,600,mild
28,51,0,246,mild
36,61,0,540,critical
38,56,0,597,critical
32,57,0,428,severe
39,60,0,429,critical
40,61,0,539,critical
39,78,0,256,critical
38,58,0,538,critical
25,72,0,358,no
27,55,0,204,no
40,73,0,292,critical
28,67,0,251,mild
40,61,0,442,critical
40,76,0,303,critical
35,77,0,270,severe
34,67,0,389,severe
35,70,0,470,severe
28,53,0,201,mild
33,56,0,582,severe
37,61,0,213,critical
28,76,0,570,mild
38,61,0,293,critical
37,70,0,267,critical
37,61,0,423,critical
28,74,0,496,mild
32,57,0,444,severe
38,67,0,460,critical
34,71,0,449,severe
25,65,0,209,no
39,57,0,591,critical
40,71,0,224,critical
25,60,0,563,no
37,51,0,425,critical
36,58,0,209,critical
32,61,0,279,severe
26,66,0,312,no
26,61,0,302,no
29,70,0,369,mild
39,73,0,373,critical
28,74,0,592,mild
29,72,0,244,mild
31,63,0,458,severe
37,67,0,229,critical
37,59,0,370,critical
38,51,0,388,critical
25,53,0,449,no
38,69,0,557,critical
25,58,0,435,no
29,58,0,355,mild
31,67,0,332,severe
31,67,0,210,severe
34,69,0,374,severe
30,58,0,550,no
32,53,0,261,severe
33,67,0,293,severe
30,54,0,270,no
29,73,0,441,mild
36,56,0,341,critical
37,52,0,400,critical
28,70,0,382,mild
35,72,0,425,severe
30,65,0,542,no
29,76,0,258,mild
28,50,0,435,mild
26,73,0,456,no
35,52,0,572,severe
35,78,0,227,severe
30,71,0,523,no
32,72,0,340,severe
25,74,0,390,no
28,59,0,556,mild
31,55,0,261,severe
32,78,0,330,severe
32,64,0,330,severe
32,72,0,558,severe
29,50,0,443,mild
33,76,0,402,severe
40,60,0,496,critical
38,55,0,212,critical
33,66,0,428,severe
34,50,0,572,severe
40,74,0,590,critical
28,52,0,230,mild
34,50,0,563,severe
35,73,0,360,severe
37,70,0,277,critical
36,64,0,478,critical
28,69,0,570,mild
36,62,0,454,critical
28,76,0,351,mild
25,64,0,380,no
31,62,0,562,severe
37,77,0,550,critical
33,77,0,349,severe
36,61,0,482,critical
27,50,0,387,no
38,53,0,511,critical
40,61,0,378,critical
27,53,0,340,no
31,53,0,600,severe
32,61,0,464,severe
34,61,0,261,severe
36,54,0,451,critical
39,53,0,586,critical
40,63,0,365,critical
33,70,0,471,severe
32,65,0,576,severe
27,61,0,211,no
28,78,0,508,mild
31,51,0,509,severe
26,67,0,538,no
33,54,0,352,severe
32,58,0,355,severe
36,74,0,318,critical
25,71,0,347,no
26,69,0,598,no
35,67,0,410,severe
27,66,0,393,no
29,70,0,566,mild
40,70,0,519,critical
27,72,0,481,no
26,75,0,474,no
35,53,0,519,severe
